cve,event_type,event_date,source,raw_date_field
CVE-2025-4427,KEV,2025-05-19,KEV,dateAdded
CVE-2025-4428,KEV,2025-05-19,KEV,dateAdded
CVE-2025-4632,KEV,2025-05-22,KEV,dateAdded
CVE-2021-32030,KEV,2025-06-02,KEV,dateAdded
CVE-2023-39780,KEV,2025-06-02,KEV,dateAdded
CVE-2024-56145,KEV,2025-06-02,KEV,dateAdded
CVE-2025-35939,KEV,2025-06-02,KEV,dateAdded
CVE-2025-3935,KEV,2025-06-02,KEV,dateAdded
CVE-2025-21479,KEV,2025-06-03,KEV,dateAdded
CVE-2025-21480,KEV,2025-06-03,KEV,dateAdded
CVE-2025-27038,KEV,2025-06-03,KEV,dateAdded
CVE-2025-5419,KEV,2025-06-05,KEV,dateAdded
CVE-2024-42009,KEV,2025-06-09,KEV,dateAdded
CVE-2025-32433,KEV,2025-06-09,KEV,dateAdded
CVE-2025-24016,KEV,2025-06-10,KEV,dateAdded
CVE-2025-33053,KEV,2025-06-10,KEV,dateAdded
CVE-2023-33538,KEV,2025-06-16,KEV,dateAdded
CVE-2025-43200,KEV,2025-06-16,KEV,dateAdded
CVE-2023-0386,KEV,2025-06-17,KEV,dateAdded
CVE-2019-6693,KEV,2025-06-25,KEV,dateAdded
CVE-2024-0769,KEV,2025-06-25,KEV,dateAdded
CVE-2024-54085,KEV,2025-06-25,KEV,dateAdded
CVE-2025-6543,KEV,2025-06-30,KEV,dateAdded
CVE-2025-48927,KEV,2025-07-01,KEV,dateAdded
CVE-2025-48928,KEV,2025-07-01,KEV,dateAdded
CVE-2025-6554,KEV,2025-07-02,KEV,dateAdded
CVE-2014-3931,KEV,2025-07-07,KEV,dateAdded
CVE-2016-10033,KEV,2025-07-07,KEV,dateAdded
CVE-2019-5418,KEV,2025-07-07,KEV,dateAdded
CVE-2019-9621,KEV,2025-07-07,KEV,dateAdded
CVE-2025-5777,KEV,2025-07-10,KEV,dateAdded
CVE-2025-47812,KEV,2025-07-14,KEV,dateAdded
CVE-2025-25257,KEV,2025-07-18,KEV,dateAdded
CVE-2025-53770,KEV,2025-07-20,KEV,dateAdded
CVE-2025-2775,KEV,2025-07-22,KEV,dateAdded
CVE-2025-2776,KEV,2025-07-22,KEV,dateAdded
CVE-2025-49704,KEV,2025-07-22,KEV,dateAdded
CVE-2025-49706,KEV,2025-07-22,KEV,dateAdded
CVE-2025-54309,KEV,2025-07-22,KEV,dateAdded
CVE-2025-6558,KEV,2025-07-22,KEV,dateAdded
CVE-2023-2533,KEV,2025-07-28,KEV,dateAdded
CVE-2025-20281,KEV,2025-07-28,KEV,dateAdded
CVE-2025-20337,KEV,2025-07-28,KEV,dateAdded
CVE-2020-25078,KEV,2025-08-05,KEV,dateAdded
CVE-2020-25079,KEV,2025-08-05,KEV,dateAdded
CVE-2022-40799,KEV,2025-08-05,KEV,dateAdded
CVE-2007-0671,KEV,2025-08-12,KEV,dateAdded
CVE-2013-3893,KEV,2025-08-12,KEV,dateAdded
CVE-2025-8088,KEV,2025-08-12,KEV,dateAdded
CVE-2025-8875,KEV,2025-08-13,KEV,dateAdded
CVE-2025-8876,KEV,2025-08-13,KEV,dateAdded
CVE-2025-54948,KEV,2025-08-18,KEV,dateAdded
CVE-2025-43300,KEV,2025-08-21,KEV,dateAdded
CVE-2024-8068,KEV,2025-08-25,KEV,dateAdded
CVE-2024-8069,KEV,2025-08-25,KEV,dateAdded
CVE-2025-48384,KEV,2025-08-25,KEV,dateAdded
CVE-2025-7775,KEV,2025-08-26,KEV,dateAdded
CVE-2025-57819,KEV,2025-08-29,KEV,dateAdded
CVE-2020-24363,KEV,2025-09-02,KEV,dateAdded
CVE-2025-55177,KEV,2025-09-02,KEV,dateAdded
CVE-2023-50224,KEV,2025-09-03,KEV,dateAdded
CVE-2025-9377,KEV,2025-09-03,KEV,dateAdded
CVE-2025-38352,KEV,2025-09-04,KEV,dateAdded
CVE-2025-48543,KEV,2025-09-04,KEV,dateAdded
CVE-2025-53690,KEV,2025-09-04,KEV,dateAdded
CVE-2025-5086,KEV,2025-09-11,KEV,dateAdded
CVE-2025-10585,KEV,2025-09-23,KEV,dateAdded
CVE-2025-20333,KEV,2025-09-25,KEV,dateAdded
CVE-2025-20362,KEV,2025-09-25,KEV,dateAdded
CVE-2021-21311,KEV,2025-09-29,KEV,dateAdded
CVE-2025-10035,KEV,2025-09-29,KEV,dateAdded
CVE-2025-20352,KEV,2025-09-29,KEV,dateAdded
CVE-2025-32463,KEV,2025-09-29,KEV,dateAdded
CVE-2025-59689,KEV,2025-09-29,KEV,dateAdded
CVE-2014-6278,KEV,2025-10-02,KEV,dateAdded
CVE-2015-7755,KEV,2025-10-02,KEV,dateAdded
CVE-2017-1000353,KEV,2025-10-02,KEV,dateAdded
CVE-2025-21043,KEV,2025-10-02,KEV,dateAdded
CVE-2025-4008,KEV,2025-10-02,KEV,dateAdded
CVE-2010-3765,KEV,2025-10-06,KEV,dateAdded
CVE-2010-3962,KEV,2025-10-06,KEV,dateAdded
CVE-2011-3402,KEV,2025-10-06,KEV,dateAdded
CVE-2013-3918,KEV,2025-10-06,KEV,dateAdded
CVE-2021-22555,KEV,2025-10-06,KEV,dateAdded
CVE-2021-43226,KEV,2025-10-06,KEV,dateAdded
CVE-2025-61882,KEV,2025-10-06,KEV,dateAdded
CVE-2025-27915,KEV,2025-10-07,KEV,dateAdded
CVE-2021-43798,KEV,2025-10-09,KEV,dateAdded
CVE-2016-7836,KEV,2025-10-14,KEV,dateAdded
CVE-2025-24990,KEV,2025-10-14,KEV,dateAdded
CVE-2025-47827,KEV,2025-10-14,KEV,dateAdded
CVE-2025-59230,KEV,2025-10-14,KEV,dateAdded
CVE-2025-54253,KEV,2025-10-15,KEV,dateAdded
CVE-2022-48503,KEV,2025-10-20,KEV,dateAdded
CVE-2025-2746,KEV,2025-10-20,KEV,dateAdded
CVE-2025-2747,KEV,2025-10-20,KEV,dateAdded
CVE-2025-33073,KEV,2025-10-20,KEV,dateAdded
CVE-2025-61884,KEV,2025-10-20,KEV,dateAdded
CVE-2025-61932,KEV,2025-10-22,KEV,dateAdded
CVE-2025-54236,KEV,2025-10-24,KEV,dateAdded
CVE-2025-59287,KEV,2025-10-24,KEV,dateAdded
CVE-2025-6204,KEV,2025-10-28,KEV,dateAdded
CVE-2025-6205,KEV,2025-10-28,KEV,dateAdded
CVE-2025-24893,KEV,2025-10-30,KEV,dateAdded
CVE-2025-41244,KEV,2025-10-30,KEV,dateAdded
CVE-2025-11371,KEV,2025-11-04,KEV,dateAdded
CVE-2025-48703,KEV,2025-11-04,KEV,dateAdded
CVE-2025-21042,KEV,2025-11-10,KEV,dateAdded
CVE-2025-12480,KEV,2025-11-12,KEV,dateAdded
CVE-2025-62215,KEV,2025-11-12,KEV,dateAdded
CVE-2025-9242,KEV,2025-11-12,KEV,dateAdded
CVE-2025-64446,KEV,2025-11-14,KEV,dateAdded
CVE-2025-58034,KEV,2025-11-18,KEV,dateAdded
CVE-2025-13223,KEV,2025-11-19,KEV,dateAdded
CVE-2025-61757,KEV,2025-11-21,KEV,dateAdded
CVE-2021-26829,KEV,2025-11-28,KEV,dateAdded
CVE-2025-48572,KEV,2025-12-02,KEV,dateAdded
CVE-2025-48633,KEV,2025-12-02,KEV,dateAdded
CVE-2021-26828,KEV,2025-12-03,KEV,dateAdded
CVE-2025-55182,KEV,2025-12-05,KEV,dateAdded
CVE-2022-37055,KEV,2025-12-08,KEV,dateAdded
CVE-2025-66644,KEV,2025-12-08,KEV,dateAdded
CVE-2025-6218,KEV,2025-12-09,KEV,dateAdded
CVE-2025-62221,KEV,2025-12-09,KEV,dateAdded
CVE-2025-58360,KEV,2025-12-11,KEV,dateAdded
CVE-2018-4063,KEV,2025-12-12,KEV,dateAdded
CVE-2025-14174,KEV,2025-12-12,KEV,dateAdded
CVE-2025-14611,KEV,2025-12-15,KEV,dateAdded
CVE-2025-43529,KEV,2025-12-15,KEV,dateAdded
CVE-2025-59718,KEV,2025-12-16,KEV,dateAdded
CVE-2025-20393,KEV,2025-12-17,KEV,dateAdded
CVE-2025-40602,KEV,2025-12-17,KEV,dateAdded
CVE-2025-59374,KEV,2025-12-17,KEV,dateAdded
CVE-2025-14733,KEV,2025-12-19,KEV,dateAdded
CVE-2023-52163,KEV,2025-12-22,KEV,dateAdded
CVE-2025-14847,KEV,2025-12-29,KEV,dateAdded
CVE-2009-0556,KEV,2026-01-07,KEV,dateAdded
CVE-2025-37164,KEV,2026-01-07,KEV,dateAdded
CVE-2025-8110,KEV,2026-01-12,KEV,dateAdded
CVE-2026-20805,KEV,2026-01-13,KEV,dateAdded
CVE-2026-20045,KEV,2026-01-21,KEV,dateAdded
CVE-2025-31125,KEV,2026-01-22,KEV,dateAdded
CVE-2025-34026,KEV,2026-01-22,KEV,dateAdded
CVE-2025-54313,KEV,2026-01-22,KEV,dateAdded
CVE-2025-68645,KEV,2026-01-22,KEV,dateAdded
CVE-2024-37079,KEV,2026-01-23,KEV,dateAdded
CVE-2018-14634,KEV,2026-01-26,KEV,dateAdded
CVE-2025-52691,KEV,2026-01-26,KEV,dateAdded
CVE-2026-21509,KEV,2026-01-26,KEV,dateAdded
CVE-2026-23760,KEV,2026-01-26,KEV,dateAdded
CVE-2026-24061,KEV,2026-01-26,KEV,dateAdded
CVE-2026-24858,KEV,2026-01-27,KEV,dateAdded
CVE-2026-1281,KEV,2026-01-29,KEV,dateAdded
CVE-2019-19006,KEV,2026-02-03,KEV,dateAdded
CVE-2021-39935,KEV,2026-02-03,KEV,dateAdded
CVE-2025-40551,KEV,2026-02-03,KEV,dateAdded
CVE-2025-64328,KEV,2026-02-03,KEV,dateAdded
CVE-2025-11953,KEV,2026-02-05,KEV,dateAdded
CVE-2026-24423,KEV,2026-02-05,KEV,dateAdded
CVE-2026-21510,KEV,2026-02-10,KEV,dateAdded
CVE-2026-21513,KEV,2026-02-10,KEV,dateAdded
CVE-2026-21514,KEV,2026-02-10,KEV,dateAdded
CVE-2026-21519,KEV,2026-02-10,KEV,dateAdded
CVE-2026-21525,KEV,2026-02-10,KEV,dateAdded
CVE-2026-21533,KEV,2026-02-10,KEV,dateAdded
CVE-2024-43468,KEV,2026-02-12,KEV,dateAdded
CVE-2025-15556,KEV,2026-02-12,KEV,dateAdded
CVE-2025-40536,KEV,2026-02-12,KEV,dateAdded
CVE-2026-20700,KEV,2026-02-12,KEV,dateAdded
CVE-2026-1731,KEV,2026-02-13,KEV,dateAdded
CVE-2008-0015,KEV,2026-02-17,KEV,dateAdded
CVE-2020-7796,KEV,2026-02-17,KEV,dateAdded
CVE-2024-7694,KEV,2026-02-17,KEV,dateAdded
CVE-2026-2441,KEV,2026-02-17,KEV,dateAdded
CVE-2021-22175,KEV,2026-02-18,KEV,dateAdded
CVE-2026-22769,KEV,2026-02-18,KEV,dateAdded
CVE-2025-49113,KEV,2026-02-20,KEV,dateAdded
CVE-2025-68461,KEV,2026-02-20,KEV,dateAdded
CVE-2026-25108,KEV,2026-02-24,KEV,dateAdded
CVE-2022-20775,KEV,2026-02-25,KEV,dateAdded
CVE-2026-20127,KEV,2026-02-25,KEV,dateAdded
CVE-2026-21385,KEV,2026-03-03,KEV,dateAdded
CVE-2026-22719,KEV,2026-03-03,KEV,dateAdded
CVE-2017-7921,KEV,2026-03-05,KEV,dateAdded
CVE-2021-22681,KEV,2026-03-05,KEV,dateAdded
CVE-2021-30952,KEV,2026-03-05,KEV,dateAdded
CVE-2023-41974,KEV,2026-03-05,KEV,dateAdded
CVE-2023-43000,KEV,2026-03-05,KEV,dateAdded
CVE-2021-22054,KEV,2026-03-09,KEV,dateAdded
CVE-2025-26399,KEV,2026-03-09,KEV,dateAdded
CVE-2026-1603,KEV,2026-03-09,KEV,dateAdded
CVE-2025-68613,KEV,2026-03-11,KEV,dateAdded
CVE-2026-3909,KEV,2026-03-13,KEV,dateAdded
CVE-2026-3910,KEV,2026-03-13,KEV,dateAdded
CVE-2025-47813,KEV,2026-03-16,KEV,dateAdded
CVE-2025-66376,KEV,2026-03-18,KEV,dateAdded
CVE-2026-20963,KEV,2026-03-18,KEV,dateAdded
CVE-2026-20131,KEV,2026-03-19,KEV,dateAdded
CVE-2025-31277,KEV,2026-03-20,KEV,dateAdded
CVE-2025-32432,KEV,2026-03-20,KEV,dateAdded
CVE-2025-43510,KEV,2026-03-20,KEV,dateAdded
CVE-2025-43520,KEV,2026-03-20,KEV,dateAdded
CVE-2025-54068,KEV,2026-03-20,KEV,dateAdded
CVE-2026-33017,KEV,2026-03-25,KEV,dateAdded
CVE-2026-33634,KEV,2026-03-26,KEV,dateAdded
CVE-2025-53521,KEV,2026-03-27,KEV,dateAdded
CVE-2026-3055,KEV,2026-03-30,KEV,dateAdded
CVE-2026-5281,KEV,2026-04-01,KEV,dateAdded
CVE-2026-3502,KEV,2026-04-02,KEV,dateAdded
CVE-2026-35616,KEV,2026-04-06,KEV,dateAdded
CVE-2026-1340,KEV,2026-04-08,KEV,dateAdded
CVE-2012-1854,KEV,2026-04-13,KEV,dateAdded
CVE-2020-9715,KEV,2026-04-13,KEV,dateAdded
CVE-2023-21529,KEV,2026-04-13,KEV,dateAdded
CVE-2023-36424,KEV,2026-04-13,KEV,dateAdded
CVE-2025-60710,KEV,2026-04-13,KEV,dateAdded
CVE-2026-21643,KEV,2026-04-13,KEV,dateAdded
CVE-2026-34621,KEV,2026-04-13,KEV,dateAdded
CVE-2009-0238,KEV,2026-04-14,KEV,dateAdded
CVE-2026-32201,KEV,2026-04-14,KEV,dateAdded
CVE-2026-34197,KEV,2026-04-16,KEV,dateAdded
CVE-2023-27351,KEV,2026-04-20,KEV,dateAdded
CVE-2024-27199,KEV,2026-04-20,KEV,dateAdded
CVE-2025-2749,KEV,2026-04-20,KEV,dateAdded
CVE-2025-32975,KEV,2026-04-20,KEV,dateAdded
CVE-2025-48700,KEV,2026-04-20,KEV,dateAdded
CVE-2026-20122,KEV,2026-04-20,KEV,dateAdded
CVE-2026-20128,KEV,2026-04-20,KEV,dateAdded
CVE-2026-20133,KEV,2026-04-20,KEV,dateAdded
CVE-2026-33825,KEV,2026-04-22,KEV,dateAdded
CVE-2026-39987,KEV,2026-04-23,KEV,dateAdded
CVE-2024-57726,KEV,2026-04-24,KEV,dateAdded
CVE-2024-57728,KEV,2026-04-24,KEV,dateAdded
CVE-2024-7399,KEV,2026-04-24,KEV,dateAdded
CVE-2025-29635,KEV,2026-04-24,KEV,dateAdded
